artist,artist_id,track,track_duration,composer,composition_id,score_path,midi_path,youtube_links,quality,perf_id,album,album_date,repetition
Alicia de Larrocha,18,"Piano Sonata in C Major, K. 330: II. Andante cantabile",366.56,Wolfgang Amadeus Mozart,1151,"Wolfgang_Amadeus_Mozart/Piano_Sonata_No._10_In_C_Major,_K.330/2._Andante_cantabile/Sonata_No._10_2nd_Movement_K._330.mxl","Wolfgang_Amadeus_Mozart/Piano_Sonata_No._10_In_C_Major,_K.330/2._Andante_cantabile/05660.mid",https://www.youtube.com/watch?v=VFZbPnDnAXQ,,05660,Mozart: Piano Sonatas,1990,
Alicia de Larrocha,18,"Piano Sonata in C Major, K. 330: II. Andante cantabile",365.066,Wolfgang Amadeus Mozart,1151,"Wolfgang_Amadeus_Mozart/Piano_Sonata_No._10_In_C_Major,_K.330/2._Andante_cantabile/Sonata_No._10_2nd_Movement_K._330.mxl","Wolfgang_Amadeus_Mozart/Piano_Sonata_No._10_In_C_Major,_K.330/2._Andante_cantabile/05661.mid",https://www.youtube.com/watch?v=qfyGTmYOicw,,05661,"Mozart Klaviersonaten: Piano Sonatas K309, 310, 311, 330",1992-02-11,
Alicia de Larrocha,18,"Piano Sonata No. 10 in C Major, K. 330: 2. Andante cantabile",375.693,Wolfgang Amadeus Mozart,1151,"Wolfgang_Amadeus_Mozart/Piano_Sonata_No._10_In_C_Major,_K.330/2._Andante_cantabile/Sonata_No._10_2nd_Movement_K._330.mxl","Wolfgang_Amadeus_Mozart/Piano_Sonata_No._10_In_C_Major,_K.330/2._Andante_cantabile/05662.mid",https://www.youtube.com/watch?v=LoKwqfVFrsQ,,05662,Mozart: Piano Sonatas Nos. 9 & 10; Fantasia in D Minor / Haydn: Andante & Variations,1976-12-05,
Alfred Brendel,19,"Piano Sonata No.10 In C Major, K.330: 2. Andante cantabile",360.333,Wolfgang Amadeus Mozart,1151,"Wolfgang_Amadeus_Mozart/Piano_Sonata_No._10_In_C_Major,_K.330/2._Andante_cantabile/Sonata_No._10_2nd_Movement_K._330.mxl","Wolfgang_Amadeus_Mozart/Piano_Sonata_No._10_In_C_Major,_K.330/2._Andante_cantabile/05663.mid",https://www.youtube.com/watch?v=ti1WAG1A-GM,,05663,"Mozart: Piano Sonatas Nos.10, 11 & 17",2000-01-01,
Van Cliburn,22,"Piano Sonata No. 10 in C Major, K. 330: II. Andante cantabile",422.56,Wolfgang Amadeus Mozart,1151,"Wolfgang_Amadeus_Mozart/Piano_Sonata_No._10_In_C_Major,_K.330/2._Andante_cantabile/Sonata_No._10_2nd_Movement_K._330.mxl","Wolfgang_Amadeus_Mozart/Piano_Sonata_No._10_In_C_Major,_K.330/2._Andante_cantabile/05664.mid",https://www.youtube.com/watch?v=ZDseqQa0C9c,low quality,05664,An American Wins in Russia,2019-03-01,
Van Cliburn,22,"Piano Sonata in C Major, K. 330: II. Andante cantabile",422.773,Wolfgang Amadeus Mozart,1151,"Wolfgang_Amadeus_Mozart/Piano_Sonata_No._10_In_C_Major,_K.330/2._Andante_cantabile/Sonata_No._10_2nd_Movement_K._330.mxl","Wolfgang_Amadeus_Mozart/Piano_Sonata_No._10_In_C_Major,_K.330/2._Andante_cantabile/05665.mid",https://www.youtube.com/watch?v=fhl_-tbpd6o,,05665,"Beethoven: Piano Sonata No. 26 in E-Flat Major, Op. 81a ""Les Adieux"" - Mozart: Piano Sonata in C Major, K. 330",1966,
Friedrich Gulda,24,"Piano Sonata No. 10 in C Major, K. 330: II. Andante cantabile (Live)",328.645,Wolfgang Amadeus Mozart,1151,"Wolfgang_Amadeus_Mozart/Piano_Sonata_No._10_In_C_Major,_K.330/2._Andante_cantabile/Sonata_No._10_2nd_Movement_K._330.mxl","Wolfgang_Amadeus_Mozart/Piano_Sonata_No._10_In_C_Major,_K.330/2._Andante_cantabile/05666.mid",https://www.youtube.com/watch?v=ZKEdGrfRTng,high quality,05666,Mozart & Gulda Piano Works (Live),2017-06-02,
Mitsuko Uchida,26,"Piano Sonata No.10 in C major, K.330: 2. Andante cantabile",387.986,Wolfgang Amadeus Mozart,1151,"Wolfgang_Amadeus_Mozart/Piano_Sonata_No._10_In_C_Major,_K.330/2._Andante_cantabile/Sonata_No._10_2nd_Movement_K._330.mxl","Wolfgang_Amadeus_Mozart/Piano_Sonata_No._10_In_C_Major,_K.330/2._Andante_cantabile/05667.mid",https://www.youtube.com/watch?v=WWPkYPfzsn0,,05667,Mozart: The Piano Sonatas,2001-01-01,
Mikhail Pletnev,30,"Piano Sonata No.10 in C major, K.330: 2. Andante cantabile",379.0,Wolfgang Amadeus Mozart,1151,"Wolfgang_Amadeus_Mozart/Piano_Sonata_No._10_In_C_Major,_K.330/2._Andante_cantabile/Sonata_No._10_2nd_Movement_K._330.mxl","Wolfgang_Amadeus_Mozart/Piano_Sonata_No._10_In_C_Major,_K.330/2._Andante_cantabile/05668.mid",https://www.youtube.com/watch?v=E-EZqRTlDCc,,05668,Mozart: Piano Sonatas,2005-01-01,
Zoltán Kocsis,33,"Piano Sonata No. 10 in C Major, K. 330: II. Andante cantabile",384.72,Wolfgang Amadeus Mozart,1151,"Wolfgang_Amadeus_Mozart/Piano_Sonata_No._10_In_C_Major,_K.330/2._Andante_cantabile/Sonata_No._10_2nd_Movement_K._330.mxl","Wolfgang_Amadeus_Mozart/Piano_Sonata_No._10_In_C_Major,_K.330/2._Andante_cantabile/05669.mid",https://www.youtube.com/watch?v=AfjSu4C19G0,,05669,"Mozart: Piano Sonatas, Vol. 2: Nos. 1, 3, 7, 10-11, 14-15, 17-18 / Fantasia in C Minor",2014-07-15,
Lang Lang,39,"Piano Sonata No. 10 in C Major, K. 330: II. Andante cantabile",449.76,Wolfgang Amadeus Mozart,1151,"Wolfgang_Amadeus_Mozart/Piano_Sonata_No._10_In_C_Major,_K.330/2._Andante_cantabile/Sonata_No._10_2nd_Movement_K._330.mxl","Wolfgang_Amadeus_Mozart/Piano_Sonata_No._10_In_C_Major,_K.330/2._Andante_cantabile/05670.mid",https://www.youtube.com/watch?v=v29FwY45ONU,,05670,Memory,2006-01-01,
Sviatoslav Richter,0,"Piano Sonata No.8 in A minor, K.310: 3. Presto",220.0,Wolfgang Amadeus Mozart,1152,"Wolfgang_Amadeus_Mozart/Piano_Sonata_No.8_in_A_minor,_K.310/3._Presto/Sonata_No._8_3rd_Movement_K._310.mxl","Wolfgang_Amadeus_Mozart/Piano_Sonata_No.8_in_A_minor,_K.310/3._Presto/05671.mid",https://www.youtube.com/watch?v=1pBPE51sR9E,background noise,05671,"Mozart: Piano Sonatas Nos. 4, 8 & 16",1990-01-01,
Emil Gilels,1,"Piano Sonata No. 8 in A Minor, K. 310: III. Presto (Live)",197.866,Wolfgang Amadeus Mozart,1152,"Wolfgang_Amadeus_Mozart/Piano_Sonata_No.8_in_A_minor,_K.310/3._Presto/Sonata_No._8_3rd_Movement_K._310.mxl","Wolfgang_Amadeus_Mozart/Piano_Sonata_No.8_in_A_minor,_K.310/3._Presto/05672.mid",https://www.youtube.com/watch?v=0Hk7TiI0cnk,low quality,05672,"Mozart, Debussy & Others: Piano Works (Live)",2021-01-08,
Emil Gilels,1,"Piano Sonata No.8 In A Minor, K.310: 3. Presto - Live",189.2,Wolfgang Amadeus Mozart,1152,"Wolfgang_Amadeus_Mozart/Piano_Sonata_No.8_in_A_minor,_K.310/3._Presto/Sonata_No._8_3rd_Movement_K._310.mxl","Wolfgang_Amadeus_Mozart/Piano_Sonata_No.8_in_A_minor,_K.310/3._Presto/05673.mid",https://www.youtube.com/watch?v=7cDu92rQsmk,background noise,05673,The Mozart Recordings on DG,2006-01-01,
András Schiff,4,"Piano Sonata No. 8 in A minor, K.310: 3. Presto",174.866,Wolfgang Amadeus Mozart,1152,"Wolfgang_Amadeus_Mozart/Piano_Sonata_No.8_in_A_minor,_K.310/3._Presto/Sonata_No._8_3rd_Movement_K._310.mxl","Wolfgang_Amadeus_Mozart/Piano_Sonata_No.8_in_A_minor,_K.310/3._Presto/05674.mid",https://www.youtube.com/watch?v=Rg7wSh4229k,,05674,Mozart: The Piano Sonatas,1981-01-01,
Martha Argerich,7,"Piano Sonata No. 8 in A Minor, K. 310: III. Presto",185.493,Wolfgang Amadeus Mozart,1152,"Wolfgang_Amadeus_Mozart/Piano_Sonata_No.8_in_A_minor,_K.310/3._Presto/Sonata_No._8_3rd_Movement_K._310.mxl","Wolfgang_Amadeus_Mozart/Piano_Sonata_No.8_in_A_minor,_K.310/3._Presto/05675.mid",https://www.youtube.com/watch?v=qsqZ2HGg_Z0,,05675,The Successful Beginning,2018-08-17,
Martha Argerich,7,"Piano Sonata No. 8 in A Minor, K. 310: III. Presto (Live)",184.066,Wolfgang Amadeus Mozart,1152,"Wolfgang_Amadeus_Mozart/Piano_Sonata_No.8_in_A_minor,_K.310/3._Presto/Sonata_No._8_3rd_Movement_K._310.mxl","Wolfgang_Amadeus_Mozart/Piano_Sonata_No.8_in_A_minor,_K.310/3._Presto/05676.mid",https://www.youtube.com/watch?v=BOsMXdR_JyA,high quality,05676,"Martha Argerich Live, Vol. 1",2017-01-20,
Walter Gieseking,8,"Piano Sonata No. 8 in A Minor, K. 310: III. Presto",172.706,Wolfgang Amadeus Mozart,1152,"Wolfgang_Amadeus_Mozart/Piano_Sonata_No.8_in_A_minor,_K.310/3._Presto/Sonata_No._8_3rd_Movement_K._310.mxl","Wolfgang_Amadeus_Mozart/Piano_Sonata_No.8_in_A_minor,_K.310/3._Presto/05677.mid",https://www.youtube.com/watch?v=X33ehJNUnco,low quality,05677,"Walter Gieseking: Lightness & Clarity, Vol. 8",2021-08-20,
Walter Gieseking,8,"Piano Sonata No. 8 in A Minor, K. 310: III. Presto",180.36,Wolfgang Amadeus Mozart,1152,"Wolfgang_Amadeus_Mozart/Piano_Sonata_No.8_in_A_minor,_K.310/3._Presto/Sonata_No._8_3rd_Movement_K._310.mxl","Wolfgang_Amadeus_Mozart/Piano_Sonata_No.8_in_A_minor,_K.310/3._Presto/05678.mid",https://www.youtube.com/watch?v=L7MkdAAHx5Q,background noise,05678,Mozart: Complete Solo Piano Works,2018-06-15,
Daniel Barenboim,9,"Mozart: Piano Sonata No. 8 in A Minor, K. 310: III. Presto",177.466,Wolfgang Amadeus Mozart,1152,"Wolfgang_Amadeus_Mozart/Piano_Sonata_No.8_in_A_minor,_K.310/3._Presto/Sonata_No._8_3rd_Movement_K._310.mxl","Wolfgang_Amadeus_Mozart/Piano_Sonata_No.8_in_A_minor,_K.310/3._Presto/05679.mid",https://www.youtube.com/watch?v=JeyXwGRWMC8,,05679,Daniel Barenboim Plays Mozart,2021-10-15,
Daniel Barenboim,9,"Piano Sonata No. 8 in A minor, K.310: 3. Presto",175.96,Wolfgang Amadeus Mozart,1152,"Wolfgang_Amadeus_Mozart/Piano_Sonata_No.8_in_A_minor,_K.310/3._Presto/Sonata_No._8_3rd_Movement_K._310.mxl","Wolfgang_Amadeus_Mozart/Piano_Sonata_No.8_in_A_minor,_K.310/3._Presto/05680.mid",https://www.youtube.com/watch?v=-XPTZT6VZS0,low quality,05680,"Mozart: Fantasia In C Minor, K.475; Piano Sonata No.14 In C Minor, K.457; Piano Sonata No.8 In A Minor, K.310; Piano Sonata No.16 In B Flat, K.570",2017-05-26,
Claudio Arrau,11,"Piano Sonata No.8 in A minor, K.310: 3. Presto",189.773,Wolfgang Amadeus Mozart,1152,"Wolfgang_Amadeus_Mozart/Piano_Sonata_No.8_in_A_minor,_K.310/3._Presto/Sonata_No._8_3rd_Movement_K._310.mxl","Wolfgang_Amadeus_Mozart/Piano_Sonata_No.8_in_A_minor,_K.310/3._Presto/05681.mid",https://www.youtube.com/watch?v=pe0MCk1wd3Q,,05681,Arrau spielt Mozart (ELO),2012-01-01,
Claudio Arrau,11,"Piano Sonata No.8 in A minor, K.310: 3. Presto",190.0,Wolfgang Amadeus Mozart,1152,"Wolfgang_Amadeus_Mozart/Piano_Sonata_No.8_in_A_minor,_K.310/3._Presto/Sonata_No._8_3rd_Movement_K._310.mxl","Wolfgang_Amadeus_Mozart/Piano_Sonata_No.8_in_A_minor,_K.310/3._Presto/05682.mid",https://www.youtube.com/watch?v=UprRL88Gik4,,05682,Mozart,2003-01-01,
Murray Perahia,13,"Piano Sonata No. 8 in A Minor, K. 310: III. Presto",184.6,Wolfgang Amadeus Mozart,1152,"Wolfgang_Amadeus_Mozart/Piano_Sonata_No.8_in_A_minor,_K.310/3._Presto/Sonata_No._8_3rd_Movement_K._310.mxl","Wolfgang_Amadeus_Mozart/Piano_Sonata_No.8_in_A_minor,_K.310/3._Presto/05683.mid",https://www.youtube.com/watch?v=ZR5nBPpF3TY,,05683,Mozart: Sonatas for Piano,1992-09-07,
Alicia de Larrocha,18,"Piano Sonata in A Minor, K. 310: III. Presto",190.813,Wolfgang Amadeus Mozart,1152,"Wolfgang_Amadeus_Mozart/Piano_Sonata_No.8_in_A_minor,_K.310/3._Presto/Sonata_No._8_3rd_Movement_K._310.mxl","Wolfgang_Amadeus_Mozart/Piano_Sonata_No.8_in_A_minor,_K.310/3._Presto/05684.mid",https://www.youtube.com/watch?v=9xA-GjbMAJE,,05684,Mozart: Piano Sonatas (Complete),2003-10-17,
Alicia de Larrocha,18,"Piano Sonata in A Minor, K. 310: III. Presto",188.906,Wolfgang Amadeus Mozart,1152,"Wolfgang_Amadeus_Mozart/Piano_Sonata_No.8_in_A_minor,_K.310/3._Presto/Sonata_No._8_3rd_Movement_K._310.mxl","Wolfgang_Amadeus_Mozart/Piano_Sonata_No.8_in_A_minor,_K.310/3._Presto/05685.mid",https://www.youtube.com/watch?v=l0QdJ40GmME,,05685,"Mozart Klaviersonaten: Piano Sonatas K309, 310, 311, 330",1992-02-11,
Alicia de Larrocha,18,"Piano Sonata No. 8 in A Minor, K. 310: 3. Presto",206.24,Wolfgang Amadeus Mozart,1152,"Wolfgang_Amadeus_Mozart/Piano_Sonata_No.8_in_A_minor,_K.310/3._Presto/Sonata_No._8_3rd_Movement_K._310.mxl","Wolfgang_Amadeus_Mozart/Piano_Sonata_No.8_in_A_minor,_K.310/3._Presto/05686.mid",https://www.youtube.com/watch?v=UrI4jYL64MY,,05686,Mozart: Piano Sonatas Nos. 4 & 8 / Beethoven: 7 Bagatelles,1980-12-14,
Alfred Brendel,19,"Piano Sonata No. 8 in A Minor, K. 310: III. Presto",185.466,Wolfgang Amadeus Mozart,1152,"Wolfgang_Amadeus_Mozart/Piano_Sonata_No.8_in_A_minor,_K.310/3._Presto/Sonata_No._8_3rd_Movement_K._310.mxl","Wolfgang_Amadeus_Mozart/Piano_Sonata_No.8_in_A_minor,_K.310/3._Presto/05687.mid",https://www.youtube.com/watch?v=6Iudz-6KuG4,,05687,"Alfred Brendel, the Legendary Mozart & Beethoven Recordings, Vol. 1",2013,
Alfred Brendel,19,"Piano Sonata No. 8 in A minor, K. 310 - III. Presto",186.44,Wolfgang Amadeus Mozart,1152,"Wolfgang_Amadeus_Mozart/Piano_Sonata_No.8_in_A_minor,_K.310/3._Presto/Sonata_No._8_3rd_Movement_K._310.mxl","Wolfgang_Amadeus_Mozart/Piano_Sonata_No.8_in_A_minor,_K.310/3._Presto/05688.mid",https://www.youtube.com/watch?v=LkBR7TUyfWQ,,05688,Mozart: Brendel Plays Mozart - Piano Concertos Nos. 9 & 14; Piano Sonata No. 8,2009-06-30,
Alfred Brendel,19,"Piano Sonata No. 8 in A Minor, K. 310: 3. Presto",198.88,Wolfgang Amadeus Mozart,1152,"Wolfgang_Amadeus_Mozart/Piano_Sonata_No.8_in_A_minor,_K.310/3._Presto/Sonata_No._8_3rd_Movement_K._310.mxl","Wolfgang_Amadeus_Mozart/Piano_Sonata_No.8_in_A_minor,_K.310/3._Presto/05689.mid",https://www.youtube.com/watch?v=71TipfLio28,,05689,"Mozart: Piano Sonatas K.310, K.311 & K.533/494",2003-01-01,
Alfred Brendel,19,"Piano Sonata No.8 In A Minor, K.310: 3. Presto - 1982 Recording",198.0,Wolfgang Amadeus Mozart,1152,"Wolfgang_Amadeus_Mozart/Piano_Sonata_No.8_in_A_minor,_K.310/3._Presto/Sonata_No._8_3rd_Movement_K._310.mxl","Wolfgang_Amadeus_Mozart/Piano_Sonata_No.8_in_A_minor,_K.310/3._Presto/05690.mid",https://www.youtube.com/watch?v=GV7V7Zwfb30,,05690,Mozart: Favourite Works for Piano,1996-01-01,
Artur Schnabel,23,"Piano Sonata No. 8 in A Minor, K. 310: III. Presto",174.28,Wolfgang Amadeus Mozart,1152,"Wolfgang_Amadeus_Mozart/Piano_Sonata_No.8_in_A_minor,_K.310/3._Presto/Sonata_No._8_3rd_Movement_K._310.mxl","Wolfgang_Amadeus_Mozart/Piano_Sonata_No.8_in_A_minor,_K.310/3._Presto/05691.mid",https://www.youtube.com/watch?v=8eIkEtaxz2A,,05691,"Mozart, W.A.: Piano Concertos Nos. 13, 17, 19-24 and 27 / Piano Sonatas Nos. 8, 12 and 15 (Schnabel) (1934-1947)",2011-04-01,
Friedrich Gulda,24,"Piano Sonata No. 8 in A minor, K.310: 3. Presto",190.88,Wolfgang Amadeus Mozart,1152,"Wolfgang_Amadeus_Mozart/Piano_Sonata_No.8_in_A_minor,_K.310/3._Presto/Sonata_No._8_3rd_Movement_K._310.mxl","Wolfgang_Amadeus_Mozart/Piano_Sonata_No.8_in_A_minor,_K.310/3._Presto/05692.mid",https://www.youtube.com/watch?v=VUIsSPmpeNE,background noise,05692,Gulda plays Mozart,2022-01-23,
Friedrich Gulda,24,"Piano Sonata No.8 In A Minor, K.310: 3. Presto",190.64,Wolfgang Amadeus Mozart,1152,"Wolfgang_Amadeus_Mozart/Piano_Sonata_No.8_in_A_minor,_K.310/3._Presto/Sonata_No._8_3rd_Movement_K._310.mxl","Wolfgang_Amadeus_Mozart/Piano_Sonata_No.8_in_A_minor,_K.310/3._Presto/05693.mid",https://www.youtube.com/watch?v=K6Ge1yXcIkM,,05693,The Gulda Mozart Tapes II,2007-01-01,
Mitsuko Uchida,26,"Piano Sonata No.8 in A minor, K.310: 3. Presto",167.666,Wolfgang Amadeus Mozart,1152,"Wolfgang_Amadeus_Mozart/Piano_Sonata_No.8_in_A_minor,_K.310/3._Presto/Sonata_No._8_3rd_Movement_K._310.mxl","Wolfgang_Amadeus_Mozart/Piano_Sonata_No.8_in_A_minor,_K.310/3._Presto/05694.mid",https://www.youtube.com/watch?v=TEE8XCK3FhM,,05694,"Mozart: Piano Sonatas Nos. 7, 8 & 9",1986-01-01,
Mitsuko Uchida,26,"Piano Sonata No.8 in A minor, K.310: 3. Presto",170.991,Wolfgang Amadeus Mozart,1152,"Wolfgang_Amadeus_Mozart/Piano_Sonata_No.8_in_A_minor,_K.310/3._Presto/Sonata_No._8_3rd_Movement_K._310.mxl","Wolfgang_Amadeus_Mozart/Piano_Sonata_No.8_in_A_minor,_K.310/3._Presto/05695.mid",https://www.youtube.com/watch?v=-EIaGeOh42U,,05695,Mozart: The Piano Sonatas,2001-01-01,
Wilhelm Kempff,28,"Piano Sonata No. 8 in A Minor, K. 310: III. Presto",210.0,Wolfgang Amadeus Mozart,1152,"Wolfgang_Amadeus_Mozart/Piano_Sonata_No.8_in_A_minor,_K.310/3._Presto/Sonata_No._8_3rd_Movement_K._310.mxl","Wolfgang_Amadeus_Mozart/Piano_Sonata_No.8_in_A_minor,_K.310/3._Presto/05696.mid",https://www.youtube.com/watch?v=vnchz765L3w,,05696,Deep Dive - Kempff,2022-02-18,
Dinu Lipatti,29,"Piano Sonata No. 8 in A Minor, K. 310: III. Presto",177.0,Wolfgang Amadeus Mozart,1152,"Wolfgang_Amadeus_Mozart/Piano_Sonata_No.8_in_A_minor,_K.310/3._Presto/Sonata_No._8_3rd_Movement_K._310.mxl","Wolfgang_Amadeus_Mozart/Piano_Sonata_No.8_in_A_minor,_K.310/3._Presto/05697.mid",https://www.youtube.com/watch?v=6Vs6qz4Tp6M,low quality,05697,Dinu Lipatti (100th Anniversary Edition),2017-07-21,
Dinu Lipatti,29,"Piano Sonata No. 8 in A Minor, K. 310: III. Presto (Live)",180.16,Wolfgang Amadeus Mozart,1152,"Wolfgang_Amadeus_Mozart/Piano_Sonata_No.8_in_A_minor,_K.310/3._Presto/Sonata_No._8_3rd_Movement_K._310.mxl","Wolfgang_Amadeus_Mozart/Piano_Sonata_No.8_in_A_minor,_K.310/3._Presto/05698.mid",https://www.youtube.com/watch?v=vDdanAXkBJw,low quality,05698,Dinu Lipatti (100th Anniversary Edition),2017-07-21,
Dinu Lipatti,29,"Piano Sonata No. 8 in A Minor, K. 310: III. Presto",173.92,Wolfgang Amadeus Mozart,1152,"Wolfgang_Amadeus_Mozart/Piano_Sonata_No.8_in_A_minor,_K.310/3._Presto/Sonata_No._8_3rd_Movement_K._310.mxl","Wolfgang_Amadeus_Mozart/Piano_Sonata_No.8_in_A_minor,_K.310/3._Presto/05699.mid",https://www.youtube.com/watch?v=1F4RqZHd1YI,low quality,05699,Dinu Lipatti - The Last Recital (16 September 1950),2011-03-01,
Dinu Lipatti,29,"Mozart: Piano Sonata No. 8 in A Minor, K. 310: III. Presto",177.626,Wolfgang Amadeus Mozart,1152,"Wolfgang_Amadeus_Mozart/Piano_Sonata_No.8_in_A_minor,_K.310/3._Presto/Sonata_No._8_3rd_Movement_K._310.mxl","Wolfgang_Amadeus_Mozart/Piano_Sonata_No.8_in_A_minor,_K.310/3._Presto/05700.mid",https://www.youtube.com/watch?v=Z-uaS_-ZYbc,,05700,"Recital Bach, Mozart, Scarlatti & Schubert",1999-02-01,
Hélène Grimaud,38,"Piano Sonata No. 8 in A Minor, K. 310: III. Presto",175.346,Wolfgang Amadeus Mozart,1152,"Wolfgang_Amadeus_Mozart/Piano_Sonata_No.8_in_A_minor,_K.310/3._Presto/Sonata_No._8_3rd_Movement_K._310.mxl","Wolfgang_Amadeus_Mozart/Piano_Sonata_No.8_in_A_minor,_K.310/3._Presto/05701.mid",https://www.youtube.com/watch?v=P-WAsljaZX8,,05701,Resonances,2010-10-18,
Lang Lang,39,"Piano Sonata No. 8 in A Minor, K. 310: III. Presto",183.466,Wolfgang Amadeus Mozart,1152,"Wolfgang_Amadeus_Mozart/Piano_Sonata_No.8_in_A_minor,_K.310/3._Presto/Sonata_No._8_3rd_Movement_K._310.mxl","Wolfgang_Amadeus_Mozart/Piano_Sonata_No.8_in_A_minor,_K.310/3._Presto/05702.mid",https://www.youtube.com/watch?v=c9QrXeINySI,,05702,The Mozart Album,2014-09-30,
Lang Lang,39,"Piano Sonata No. 8 in A Minor, K. 310: III. Presto",181.826,Wolfgang Amadeus Mozart,1152,"Wolfgang_Amadeus_Mozart/Piano_Sonata_No.8_in_A_minor,_K.310/3._Presto/Sonata_No._8_3rd_Movement_K._310.mxl","Wolfgang_Amadeus_Mozart/Piano_Sonata_No.8_in_A_minor,_K.310/3._Presto/05703.mid",https://www.youtube.com/watch?v=3q679chZI_o,,05703,Lang Lang at Royal Albert Hall,2014,
Sviatoslav Richter,0,"Piano Sonata No.8 in A minor, K.310: 2. Andante cantabile con espressione",481.0,Wolfgang Amadeus Mozart,1153,"Wolfgang_Amadeus_Mozart/Piano_Sonata_No.8_in_A_minor,_K.310/2._Andante_cantabile_con_espressione/Sonata_No._8_2nd_Movement_K._310.mxl","Wolfgang_Amadeus_Mozart/Piano_Sonata_No.8_in_A_minor,_K.310/2._Andante_cantabile_con_espressione/05704.mid",https://www.youtube.com/watch?v=M1D2n8ZKk2c,background noise,05704,"Mozart: Piano Sonatas Nos. 4, 8 & 16",1990-01-01,
Emil Gilels,1,"Piano Sonata No. 8 in A Minor, K. 310: II. Andante cantabile con espressione (Live)",658.32,Wolfgang Amadeus Mozart,1153,"Wolfgang_Amadeus_Mozart/Piano_Sonata_No.8_in_A_minor,_K.310/2._Andante_cantabile_con_espressione/Sonata_No._8_2nd_Movement_K._310.mxl","Wolfgang_Amadeus_Mozart/Piano_Sonata_No.8_in_A_minor,_K.310/2._Andante_cantabile_con_espressione/05705.mid",https://www.youtube.com/watch?v=50Mz0WN4zEY,low quality,05705,"Mozart, Debussy & Others: Piano Works (Live)",2021-01-08,
Emil Gilels,1,"Piano Sonata No.8 In A Minor, K.310: 2. Andante cantabile con espressione - Live",656.426,Wolfgang Amadeus Mozart,1153,"Wolfgang_Amadeus_Mozart/Piano_Sonata_No.8_in_A_minor,_K.310/2._Andante_cantabile_con_espressione/Sonata_No._8_2nd_Movement_K._310.mxl","Wolfgang_Amadeus_Mozart/Piano_Sonata_No.8_in_A_minor,_K.310/2._Andante_cantabile_con_espressione/05706.mid",https://www.youtube.com/watch?v=w9KBa1K-eH0,background noise,05706,The Mozart Recordings on DG,2006-01-01,
András Schiff,4,"Piano Sonata No. 8 in A minor, K.310: 2. Andante cantabile con espressione",471.8,Wolfgang Amadeus Mozart,1153,"Wolfgang_Amadeus_Mozart/Piano_Sonata_No.8_in_A_minor,_K.310/2._Andante_cantabile_con_espressione/Sonata_No._8_2nd_Movement_K._310.mxl","Wolfgang_Amadeus_Mozart/Piano_Sonata_No.8_in_A_minor,_K.310/2._Andante_cantabile_con_espressione/05707.mid",https://www.youtube.com/watch?v=utOMTcnY6cM,,05707,Mozart: The Piano Sonatas,1981-01-01,
Martha Argerich,7,"Piano Sonata No. 8 in A Minor, K. 310: II. Andante cantabile con expressione",528.773,Wolfgang Amadeus Mozart,1153,"Wolfgang_Amadeus_Mozart/Piano_Sonata_No.8_in_A_minor,_K.310/2._Andante_cantabile_con_espressione/Sonata_No._8_2nd_Movement_K._310.mxl","Wolfgang_Amadeus_Mozart/Piano_Sonata_No.8_in_A_minor,_K.310/2._Andante_cantabile_con_espressione/05708.mid",https://www.youtube.com/watch?v=w7xIevpa8Qw,,05708,The Successful Beginning,2018-08-17,
Martha Argerich,7,"Piano Sonata No. 8 in A Minor, K. 310: II. Andante cantabile con espressione (Live)",527.253,Wolfgang Amadeus Mozart,1153,"Wolfgang_Amadeus_Mozart/Piano_Sonata_No.8_in_A_minor,_K.310/2._Andante_cantabile_con_espressione/Sonata_No._8_2nd_Movement_K._310.mxl","Wolfgang_Amadeus_Mozart/Piano_Sonata_No.8_in_A_minor,_K.310/2._Andante_cantabile_con_espressione/05709.mid",https://www.youtube.com/watch?v=gcp_ct6lW1I,high quality,05709,"Martha Argerich Live, Vol. 1",2017-01-20,
Walter Gieseking,8,"Piano Sonata No. 8 in A Minor, K. 310: II. Andante cantabile con espressione",409.733,Wolfgang Amadeus Mozart,1153,"Wolfgang_Amadeus_Mozart/Piano_Sonata_No.8_in_A_minor,_K.310/2._Andante_cantabile_con_espressione/Sonata_No._8_2nd_Movement_K._310.mxl","Wolfgang_Amadeus_Mozart/Piano_Sonata_No.8_in_A_minor,_K.310/2._Andante_cantabile_con_espressione/05710.mid",https://www.youtube.com/watch?v=ELbG2F0W-Fc,low quality,05710,"Walter Gieseking: Lightness & Clarity, Vol. 8",2021-08-20,
Daniel Barenboim,9,"Mozart: Piano Sonata No. 8 in A Minor, K. 310: II. Andante cantabile con espressione",642.173,Wolfgang Amadeus Mozart,1153,"Wolfgang_Amadeus_Mozart/Piano_Sonata_No.8_in_A_minor,_K.310/2._Andante_cantabile_con_espressione/Sonata_No._8_2nd_Movement_K._310.mxl","Wolfgang_Amadeus_Mozart/Piano_Sonata_No.8_in_A_minor,_K.310/2._Andante_cantabile_con_espressione/05711.mid",https://www.youtube.com/watch?v=pWNBg9QokZQ,,05711,Daniel Barenboim Plays Mozart,2021-10-15,
